1,4,7,1.09246,1.08967,1.0917,1.09072,27.9000000000007
1,4,8,1.09051,1.08458,1.09001,1.08549,59.2999999999999
1,4,9,1.08631,1.0833,1.08545,1.08343,30.1000000000018
1,4,10,1.08477,1.08011,1.0838,1.08015,46.6000000000011
1,5,7,1.07648,1.07501,1.07558,1.07515,14.7000000000008
1,5,8,1.07567,1.0739,1.07514,1.07422,17.6999999999983
1,5,9,1.07572,1.07383,1.0742,1.0739,18.8999999999995
1,5,10,1.07427,1.07106,1.07388,1.07217,32.1000000000016
1,6,7,1.07597,1.07401,1.07488,1.07432,19.6000000000018
1,6,8,1.07558,1.07185,1.07431,1.07392,37.3000000000001
1,6,9,1.07586,1.07327,1.07393,1.07567,-25.9000000000009
1,6,10,1.0767,1.07403,1.07563,1.07452,26.6999999999995
1,7,7,1.08696,1.08444,1.08661,1.08585,25.1999999999986
1,7,8,1.08725,1.0856,1.08585,1.08586,-16.5000000000015
1,7,9,1.08644,1.08365,1.08584,1.08442,27.9000000000007
1,7,10,1.08748,1.0828,1.08439,1.0828,46.8000000000002
1,8,7,1.08772,1.0859,1.08723,1.08661,18.1999999999993
1,8,8,1.08707,1.0803,1.08659,1.08421,67.6999999999994
1,8,9,1.08901,1.08337,1.08409,1.08639,-56.4000000000009
1,8,10,1.09084,1.08638,1.08638,1.09082,-44.6000000000013
1,11,7,1.091,1.08916,1.08985,1.0899,-18.4000000000006
1,11,8,1.09028,1.08797,1.08992,1.08812,23.0999999999981
1,11,9,1.08992,1.08598,1.08813,1.08982,-39.4000000000005
1,11,10,1.09,1.08505,1.0897,1.08511,49.5000000000001
1,12,7,1.08605,1.08359,1.08548,1.08429,24.5999999999991
1,12,8,1.08557,1.0833,1.08429,1.08516,-22.6999999999999
1,12,9,1.08608,1.08423,1.08515,1.08483,18.4999999999991
1,12,10,1.08579,1.08208,1.08481,1.08246,37.100000000001
1,13,7,1.0824,1.08048,1.0823,1.08143,19.1999999999992
1,13,8,1.08314,1.08142,1.08144,1.08306,-17.1999999999994
1,13,9,1.08558,1.0824,1.08307,1.08475,-31.7999999999996
1,13,10,1.0882,1.08432,1.08476,1.0846,38.8000000000011
1,14,7,1.09355,1.08826,1.09325,1.0886,52.9000000000002
1,14,8,1.09016,1.08822,1.0886,1.08949,-19.4000000000005
1,14,9,1.09177,1.08797,1.08951,1.09122,-37.999999999998
1,14,10,1.09162,1.08363,1.09122,1.084,79.8999999999994
1,15,7,1.09186,1.08998,1.09014,1.09082,-18.800000000001
1,15,8,1.09845,1.09082,1.09083,1.09569,-76.3000000000003
1,15,9,1.09697,1.093,1.09568,1.09601,-39.7000000000003
1,15,10,1.09651,1.09361,1.09594,1.09506,29.0000000000012
1,18,7,1.08963,1.08855,1.08932,1.08958,-10.8000000000019
1,18,8,1.08986,1.08903,1.08958,1.08936,8.30000000000108
